coin,category,tier,mean_price,median_price,vol_daily,roi_1y_med,roi_3y_med,roi_5y_med,n_days,max_drawdown,recovery_days
MANA,Metaverse & Gaming,Major,0.4964148970117961,0.294812405085842,0.0827350583956014,-0.1261060595833092,5.290481509858136,6.593495601885535,2853,-0.9603853432102696,
MATIC,Layer 2s,Major,0.6063290760086881,0.531096362,0.071779628711309,-0.1532937776207232,21.23973962019096,23.890977648757808,2302,-0.9420415610950772,
MNT,Layer 2s,Major,0.7526372940751082,0.7079964262544627,0.0425851090566927,0.3707253131774903,,,768,-0.6281652250742416,
NEAR,Emerging L1s,Speculative,4.475977217887882,3.4077026885,0.0654419536412656,0.2658190756533078,-0.2187332894844427,,1766,-0.9512412836558808,
OCEAN,Infrastructure,Speculative,0.4276940831080609,0.366760921,0.0719304868746332,0.7004340097957931,0.3621600723601251,15.549552952858962,2295,-0.9343499104326451,
OP,Layer 2s,Major,1.667895583517918,1.5013826875,0.0652010785875649,0.1875770452319143,-0.0569339623967845,,1172,-0.8964431029770634,
PAXG,Payments & RWA,Major,2050.4648719564725,1896.853859155232,0.0100461517477934,0.1028471854395266,0.2255192846316789,0.8157387300172108,2169,-0.228418225719258,526.0
PEPE,Meme & Community,Major,7.365043529411764e-06,7.62e-06,0.0958705670483085,6.697368421052631,,,850,-0.8354838709677419,162.0
PYUSD,Payments & RWA,Major,0.9995604717131849,0.9996499981517356,0.0016410884515508,0.0006370468883039,,,734,-0.0198256395511791,
QNT,Infrastructure,Major,72.69157385242951,74.06214532,0.0669992988063224,0.2727286396105572,10.535850602238767,27.74759836953425,2603,-0.8882909913824067,
RENDER,AI & Tech,Speculative,2.8127789064361424,1.805772174,0.0843275680931544,1.7090131542047453,6.4330179538180925,40.73360596970976,1887,-0.9584166065651664,620.0
SAND,Metaverse & Gaming,Major,0.8402282613159924,0.4693741519340477,0.075418775809771,-0.1705963926270191,-0.5800657484699917,4.397283094728899,1834,-0.9697434150679946,
SEI,Infrastructure,Speculative,0.3773997362407661,0.328925392,0.0639728898203658,-0.166895464424551,,,731,-0.8648348214732018,
SHIB,Meme & Community,Major,1.339249126736035e-05,1.12e-05,0.8286076841702066,0.3428571428571429,0.9377652050919376,14299.411522633747,1826,-0.941358024691358,51.0
SKI,Meme & Community,Speculative,0.0558799088565488,0.038438694,0.2059957132841838,7.44888800731357,,,481,-0.9866438954730502,57.0
SOL,Blue Chip L1s,Blue Chip,79.69094136046591,42.2957804,0.0656169689760945,1.570125704911804,3.5425271131903373,206.1092508383147,1951,-0.9629771193758434,751.0
STRK,Layer 2s,Major,0.6040833134920748,0.3997284339109832,0.0568733767550691,-0.8749708642348399,,,550,-0.9611399140639276,
STX,Layer 2s,Major,0.9582965479848778,0.7065675753270146,0.0717012394498735,0.8984956286362127,0.9751899863381592,6.1118875617477135,2128,-0.9306211369352776,426.0
SUI,Next-Gen L1s,Speculative,1.811493701509592,1.2942816929999998,0.0570379318115942,1.876655758245123,,,834,-0.7432098398294702,68.0
TIA,Next-Gen L1s,Speculative,6.971176905235474,5.403675872,0.068162042925693,-0.7265099504170796,,,654,-0.9331102165739752,
TRX,Emerging L1s,Speculative,0.0797655823515514,0.063340387,0.0682796058332761,0.4004373668136627,2.2906020677631846,4.368833862117522,2836,-0.9631632603360578,1727.0
TUSD,Stablecoins,Major,1.0003032104706753,0.9999338927430164,0.0042794583350069,-0.0004952633475345,-0.0010806330403288,-0.0015367874014475,2711,-0.1213266018290645,
UNI,DeFi Protocols,Major,10.619627606515897,7.091711653,0.0655290465339429,-0.1416466695651472,-0.3345348895362998,,1793,-0.915923870707854,
USDC,Stablecoins,Major,1.0008415699659452,1.0000827826648138,0.0029026577010142,-0.0002238190386995,-0.0004788815725766,-0.0006176308320325,2514,-0.0746420576503685,
USDT,Stablecoins,Major,1.0006338785566993,1.0,0.0166887302339425,0.0,-0.0001013851921545,0.0002833670935801,3809,-0.5269047068156277,1238.0
WIF,Meme & Community,Major,1.5925485233387888,1.529943952,0.3579503706326256,-0.5797568260076484,,,611,-0.9304580342972122,
XAUT,Payments & RWA,Major,2083.648811558495,1909.2655263273416,0.0088237618469089,0.0971523426083957,0.297042847186137,0.8601227063857533,2036,-0.1903614252447078,161.0
XLM,Payments & RWA,Major,0.1321703356242228,0.096141238,0.1022218535944007,0.0978610749833074,0.9455531189466414,6.208834925834395,4021,-0.9628637036969356,
XRP,Payments & RWA,Major,0.4683897529986326,0.3148704355,0.0707246192906299,0.1387693368560234,1.4252542790038425,13.978883802887188,4388,-0.9594433936059086,1953.0
ZK,Layer 2s,Major,0.1133584455869216,0.1096168876018864,0.0582213670668751,-0.6552279256630036,,,432,-0.8523643608909791,
